Pregunta|Intencion
por que no puedo ver los lebacs en online banking?|Cat_160
necesito rescatar plata de mi fondo para hacer pagos y dice fuera de horario|Cat_172
dar de baja mi tarjeta de credito visa por homebanking|Cat_338
cuando cobro mis letras del tesoro|Cat_161
queria saber cómo se activa la tarjeta de débito visa|Cat_301
puedo sacar el ccredito prendario para mi hermano?|Cat_256
dato consignar póliza correcto|Cat_267
quiero saber por que tengo tantos intereses en mi tarjeta de credito?|Cat_349
yo no solicte ninguna poliza|Cat_264
cuanto dinero puedo sacar por cajero automatico?|Cat_303
necesito que me llamen|Cat_134
como ir a licitaciones?|Cat_157
siguen vigentes las cuotas en pasajes de despegar?|Cat_311
no quiero recibir mas resumen por correo postal|Cat_138
cuanto me retendra el banco por recibir transferencias?|Cat_31
consultar llegar plasticos|Cat_293
aun no llegaron mis tarjetas  solo llegaron las adicionales|Cat_293
en donde consulto por el pago del resumen de la visa?|Cat_279
quisiera saber si hay novedades de la chequera que solicite|Cat_45
como hago para saber si me debitaron el pago de mi tarjeta de ccredito?|Cat_279
como me adhiero a woman|Cat_357
soy titular de una tarjeta visa platinum aadvantage y quisiera saber si entro en la promoción de los martes y viernes en peluqueria|Cat_311
cuanta plata se puede tranferir al exterior ?|Cat_36
hice un reclamo por un accidente y no tengo respuestas|Cat_270
pagar tarjeta posteriormente debitar nuevamente debitar automatico|Cat_350
qué quiere decir con precio de referencia?|Cat_151
dan préstamos|Cat_248
me cobran comisiones si me mandan plata del exterior?|Cat_31
es para anular un consumo duplicado con mi tarjeta de debito|Cat_112
como constituyo un plazo fijo|Cat_181
me cobraron algo que nose que es|Cat_115
piensan reintegrarme el iva?|Cat_58
nuevamente tratar generar clave todvia aparecer numerar errar|Cat_1
cuanto vale la chequera?|Cat_44
como saber límite sobregiro|Cat_57
me interasaria solicitar un credito|Cat_223
tengo que hacer un pago por home banking pero no lo logro realizar|Cat_129
necesito saber si tengo la visa disponible para comprar|Cat_303
necesito un prestamo hipotecario de quiero asesoramiento|Cat_225
cuales son los bonos que tienen para invertir?|Cat_159
querer recargo dolar servicio jamar pedi|Cat_112
como hago para que me llamen para sacarme la tarjeta|Cat_337
querer saber cupo tarjeta|Cat_303
como se calculan los gastos de escritura de préstamo hipotecario?|Cat_210
dice que las claves que tengo estan vencidas y no me permite poner una nueva|Cat_1
necesitar adherir debitar tarjeta visa credito servicio|Cat_132
cuales son los beneficios para la tarjeta de american express?|Cat_311
no me llego mi adicional|Cat_293
cuanto pagar tarjeta|Cat_342
quiero reservar una sala en work cafe|Cat_70
queria consultar por aumentos de monto de tarjetas de ccredito|Cat_302
necesitar reintegro pagar tarjeta|Cat_350
en online imposible generar clave. no me deja|Cat_1
limite comprar cuota american|Cat_303
en que se diferencia un préstamo del otro|Cat_225
algún 0800 de tarjeta santander visa|Cat_147
mantenimiento caja ahorro|Cat_96
quiero hacer una promesa de pago|Cat_191
era porque necesito retirar unas entradas que canjeé con superclub|Cat_322
tengo un sueldo de . podria sacar un prestamo personal?|Cat_249
soy autónomo. hay posibilidad de adquirir un préstamo hipotecario?|Cat_248
es personalizado el tramite de préstamos hipotecarios?|Cat_223
conocé cómo blanquear tu clave santander y usuario|Cat_1
querer recargar credito celular|Cat_132
quiero modificar el debito automatico de mi tarjeta santander  credito|Cat_345
problema debitar automatico|Cat_129
el uso de mi debito para una recarga virtual al celular|Cat_132
necesito enviar un email a santander rio|Cat_29
adheri a debito automatico el servicio de agua de mi hogar queria corroborar si había sido efectivo esto?|Cat_93
comision uso de cajero no propio|Cat_96
dar de baja debito automatico|Cat_89
tengo ccredito en la amex  que tengo que hacer para extraerlo en el cajero?|Cat_347
necesito adquirir tarjeta visa|Cat_337
como me adhiero a santander women|Cat_357
recibi mi tarjeta y tengo que habilitarla  pero no encuentro el telefono|Cat_301
como se saca la tarjeta women|Cat_357
queria contratar un seguro para mi auto|Cat_261
quisiera saber el resunen de gasto de mi tarjeta de ccredito|Cat_138
adheri debitar automatico servicio detallar movimiento tarjeta|Cat_129
cobro comisiones no corresponde|Cat_97
no me debitaron el pago de la tarjeta santander  ccredito|Cat_346
cuales son las condiciones de habitabilidad?|Cat_203
quiero limite girar|Cat_56
tengo que enviar dinero al exterior por un servicio prestado  que tengo que hacer?|Cat_36
me haces un comparativo entre el uvas y el procrear?|Cat_202
el prestamo hipotecario es para cualquier tipo de vivienda?|Cat_211
necesito un telefono para comunicarme pero no soy cliente|Cat_147
quisiera saber que costo tiene usar la tarjeta de debito en europa|Cat_96
telefono hablar alguien maquinita|Cat_147
necesito numero telefono estudio juridico|Cat_190
activar token|Cat_5
quiero agregar un servicio a la agenda de pagos|Cat_132
quiero modificar las tarjetas adheridas a mi billetera|Cat_285
cual es el interes del adelanto en efectivo en tarjetas de credito|Cat_298
valor de la cuota del hipotecario?|Cat_219
abrir cuenta universitaria|Cat_359
quiero corregir el domicilio que figura en la poliza de mi vivienda|Cat_267
me mostrás un ejemplo de ajuste de la cuota del préstamo?|Cat_229
queria saber si la emission de chequeras tiene costo y en caso que si cual sería el mismo?...|Cat_44
donde encuentro el valor de cotización del dólar?|Cat_166
tengo que dar aviso  me voy de viaje|Cat_304
cuanto tengo que pagar para cancelar el prestamo|Cat_246
anular un importe de la tarjeta de credito|Cat_112
hast que monto prestan?|Cat_236
pedi una tarjeta y quisiera saber por donde esta?|Cat_293
no hay disponible en las tarjetas|Cat_303
me quedé encerrado donde llamo? que hago?|Cat_265
tengo un debito en mi cuenta por algo que hace meses que no uso|Cat_112
no puedo obtener la clave de home banking|Cat_1
quiero mi tarjeta mastercard santander rio|Cat_337
tratado de schengen que es?|Cat_282
no llegar tarjeta|Cat_293
cuando me empiezan a debitar una vez que me adhiero|Cat_106
cuanto tengo que pagar de más por el pago fuera de término?|Cat_349
necesito recibir una transferencia desde el exterior banco de costa rica y me piden mi swift o aba. donde encuentro esa info de mi cuenta?|Cat_34
como adherir debito|Cat_132
como puedo pagar la cuota del prestamo personal?|Cat_239
necesito saber sobre prestamos para cambio de auto|Cat_228
puedo comprar una propiedad en fideicomiso con un préstamo hipotecario?|Cat_228
como se paga la cuota del préstamo hipotecario?|Cat_239
es para terminar la edificacion de mi casa|Cat_228
como se hace la baja del da de los servicios?|Cat_292
quiero saber cuanto pagan los fondos|Cat_174
quiero saber a que numero llamar|Cat_147
quisiera saber que costo tiene usar la tarjeta de debito en europa|Cat_96
pedir abrir|Cat_39
quisiera correr la fecha de pago de la tarjeta de credito|Cat_348
puedo solicitar un prestamo prendario para comprar una camioneta usada?|Cat_228
combustible|Cat_311
ingresar debitos junto servicio|Cat_129
donde puedo ver el monto y vencimiento del seguro?|Cat_269
necesito saber cómo modificar el monto de estraccion de efectivo del cajero automatico|Cat_287
necesito una grua|Cat_265
te consulto como puedo abonar mas cuotas de mi prestamo?|Cat_246
queria saber sobre un préstamo de dinero|Cat_225
se me debitaron las tarjetas?|Cat_279
el sms no llega al mi telefono para cambiar mi clave|Cat_1
quiero número american express|Cat_147
si me paso a superclub  cuales son los beneficios?|Cat_323
la cuota del préstamo no varia por el precio del dolar?|Cat_219
no encuentro un lugar para hacer un reclamo|Cat_135
a partir de que momento puedo pedir la financiación del resumen?|Cat_308
no recuerdo mi pin balenco|Cat_288
quiero saber como puedo ver el resumen de mi tarjeta online|Cat_138
cuál sería la inversión minima en días en un fondo de inversión?|Cat_173
bloquee mi clave para operar por cajero y no la recuerdo|Cat_288
pedir el préstamo prendario|Cat_223
queria consultar bloquear tarjeta credito american express|Cat_286
requisitos para la tarjeta mastercard|Cat_337
la cuota del préstamo personal se debitara automaticamente de mi sueldo?|Cat_239
necesito saber como hago para retirar la opcion de pago automatico|Cat_93
el cajero me dijo transaccion incompleta sin embargo me aparece debitado de mi cuenta|Cat_297
a la promo puedo agregarle un cupón de descuento de los que canjeo por mis puntos superclub|Cat_311
que datos que tengo que informar para que enviar una transferencia al exterior?|Cat_36
quiero mi préstamo personal pero no soy cliente|Cat_248
tengo un préstamo preaprobado pero quiero aumentarlo|Cat_196
donde veo la tendencia del mix vi|Cat_174
tarjeta llegar sucursal|Cat_293
problema debitar automatico servicio debitar|Cat_129
la app no me deja buscar nada.|Cat_117
queria saber porque no se realizo el debito automatico de mi boleta de ecogas?|Cat_129
cambiar usuario salir error|Cat_1
cómo hacer para arrancar a invertir?|Cat_178
necesario informe pago|Cat_195
demora en migracion de cuenta|Cat_66
tengo que usar el cajero y mi clave se inhabilito. cómo lo soluciono|Cat_288
como se cancela el traspaso automatico?|Cat_85
solicitar recategorización aumentar limitar tarjeta credito trámite|Cat_118
falta de reintegro en una compra con promoción|Cat_312
acceder line bankig celular cambiar clave|Cat_1
necesito el n¬∫ de telefono para poder comunicarme con el banco|Cat_147
necesito consumo tarjeta visa miercoles|Cat_355
resumen online|Cat_138
no me han hecho el debito automatico de mi factura de aysa|Cat_129
cómo puedo sacar un prestamo prendario?|Cat_223
hacer pagar tarjeta adicional no titular|Cat_342
como hago que cambie el cierre de la tarjeta?|Cat_348
quiero cancelar un pago hecho atravez de home banking|Cat_129
me están exigiendo para un trámite el libre de deudas|Cat_64
tengo que hacer una transferencia y no la puedo ejecutar|Cat_80
necesito saber que cantidad de dinero puedo sacar para un hipotecario. por ser cliente|Cat_236
como activo la tarjeta visa de santander rio|Cat_301
me enviaron tarjetas de ccredito a visa stander que nunca pedi|Cat_310
no puedo ver mi saldo|Cat_117
no quiero recibir mas el resumen de la tarjeta por correo solo por correo electronico|Cat_138
como hago para adquerir la tarjeta|Cat_337
quiero dar de baja tarjeta cual es el numero de telefono|Cat_338
nesecito hacer una transferencia|Cat_83
adonde informo mi número de asociado advantage?|Cat_278
porque no puedo visualizar en la página de visahome las tarjetas visa emitidas a nombre de mi señora  titular de la cuenta.|Cat_356
acabo de hacer una transferencia a una cuenta de santander rio que esta teniendo problemas y necesito cancelar la transferencia|Cat_82
existe una app de santander  para solicitar un préstamo hipotecario?|Cat_223
veo consumos realizados no por mi persona|Cat_112
promoción sobre indumentaria y deportes?|Cat_311
cuando cierra la tarjeta|Cat_341
quiero ver si puedo comprar el bonar|Cat_157
blanquear clave exterior|Cat_1
contactar a un asesor|Cat_29
nunca llego la tarjeta santander|Cat_293
movimientos bancario|Cat_138
por asta cuantas cuotas me asen|Cat_251
vino un importe que desconozco en el resumen de la tarjeta. a donde debo acudir?|Cat_112
como informo un siniestro en tv y computadora|Cat_265
como me comunico con un asesor desdr españa|Cat_29
algun numero para llamar|Cat_147
como puedo calcular el monto de las cuotas de un prestamo|Cat_219
que gastos implica el uso de la tarjeta de debito|Cat_96
las condiciones para préstamos hipotecarios difieren para clientes del banco y quienes no lo son?|Cat_221
como puedo agrandar ek monto de mi trajeta de credito universidad|Cat_302
me están cobrando en la visa algo que yo no compre|Cat_112
saldo tarjeta credito|Cat_303
como canjeo puntos superclub|Cat_322
como averiguar a que sucursal pertenece mi cuenta de santander rio|Cat_100
se me inundo el baño  ¿con el seguro de vivienda a donde tengo que llamar?|Cat_265
donde se renuevan los bonos|Cat_162
yo estaba sumando millas pero pedí el cambio a superclub. donde veo si se hizo el cambio?|Cat_300
emprendedor x|Cat_358
pedi reimpresión de una tarjeta adicional.|Cat_316
llegué a casa y está todo inundado  que hago?|Cat_265
me gustaria averiguar sobre que requisitos necesito para poder obtener un credito hipotecario|Cat_248
quiero saber si puedo solicitar un prestamo|Cat_248
en el resumen de limites y disponibles me figura adelanto en efectivo a que se refiere?|Cat_298
cuanto dispongo de mi límite de descubierto|Cat_56
hasta q hora se puede utilizar el autoservicio|Cat_91
a que número puedo llamar para dar de baja a una tarjeta que se me perdió.|Cat_294
cuales son los pasos a seguir para cobrar un cheque en dolares?|Cat_30
para saber el margen de mi tarjeta|Cat_303
cual es el costo de la tasacion de la propiedad que deseo comprar?|Cat_216
ver movimiento cajero hacer|Cat_112
en que lugar se hace la escritura?|Cat_207
se bloqueó mi codigo paea homebanking|Cat_1
solo por cobrar el sueldo en el santander ya participo del sorteo|Cat_143
yo tengo unos dolares puestos en un fci y queria agregar unos dolares más|Cat_176
cuánto demora el cambio de cuenta de una sucursal a otra?|Cat_66
requisistos para acceder a un prestamo prendario|Cat_248
pedir baja pago automatico tarjeta credito corriente|Cat_345
es necesario que habilite la tarjeta para compras en el exterior?|Cat_304
como solicito el ccredito uvas|Cat_223
se me bloqueo la clave alfabeticaque tengo que hacer?|Cat_288
limite tarjeta debito|Cat_303
cómo vinculo mi tarjeta de debito a otra cuenta bancaria|Cat_52
como me contacto con un operador por telefono?|Cat_147
cuando quiero realizar una compra pero me dice que la tarjeta no puedo procesar la operacion|Cat_283
consulta de sucursal de cuenta|Cat_100
necesito estirar la fecha de cierre de la tarjeta.|Cat_348
necesito la garantía del producto que canjee por superclub|Cat_329
necesito hablar con una persona|Cat_29
significar concepto descontar  cuenta|Cat_115
cajero que dispensan dolares?|Cat_91
necesito que me deriven con la asesora que estaba conversando hasta recien|Cat_29
